GT,Model_1_0,Model_2_1
1,0.0015788830053065344,0.9980930288784022
1,0.01764575580365054,0.9997472536808438
1,0.031207497416784014,0.999999738624083
1,0.003473899112943449,0.985612267299688
1,0.003473899112943449,0.9911826359213095
1,0.24585071538839035,0.938589304768813
1,0.21339408379010785,0.9578406989479766
0,0.9991417656357701,5.289683879887083e-05
1,0.2848176718990844,0.9935872600756519
0,0.8497757301748029,0.01412010299150829
0,0.9991417656357701,0.0005097076178904663
1,0.003473899112943449,0.9846928720172234
0,0.8745505049495778,0.00019638919875996977
0,0.9991417656357701,0.0003000825560365876
1,0.21339408379010785,0.9709240947319032
0,0.8497757301748029,0.0014635908371005055
0,0.9991417656357701,0.0006228189877542986
0,0.9459740930585543,6.519730747103651e-05
1,0.003473899112943449,0.9992643991701606
0,0.9760967026010258,3.903350193277202e-05
0,0.9991417656357701,0.00014213387939913857
1,0.003473899112943449,0.9941039430638299
0,0.9961613774964594,0.0035513750287863226
1,0.0015788830053065344,0.9976835758731267
1,0.003473899112943449,0.9873311982866003
1,0.21339408379010785,0.954333517730865
1,0.003473899112943449,0.9838520599049991
1,0.003473899112943449,0.9808781545425658
1,0.21339408379010785,0.9801115363965078
0,0.9991417656357701,0.00029291337876706
0,0.8745505049495778,0.00023431913912484075
0,0.9760967026010258,2.7310724645470512e-05
1,0.003473899112943449,0.97767096234851
0,0.8745505049495778,5.505858141057446e-05
1,0.21339408379010785,0.9869471316062984
1,0.021374274625324218,0.9931702113221723
1,0.019540771911287457,0.9994030747194984
1,0.37044197607458274,0.987215649867724
1,0.21339408379010785,0.9756888558499486
0,0.8745505049495778,0.00022646954921587257
0,0.8745505049495778,0.0001990616541708842
1,0.21339408379010785,0.9148312840587747
0,0.9991417656357701,5.995456244215093e-05
1,0.8162176843254297,0.18349785873412217
1,0.003473899112943449,0.9807923372154264
1,0.019540771911287457,0.9999319054180583
0,0.9991417656357701,7.878119347861631e-05
1,0.031207497416784014,0.9955326567641509
0,0.9459740930585543,5.8186807613409296e-05
1,0.24585071538839035,0.9959883058848727
1,0.009707549119827658,0.9895933122211056
0,0.9991417656357701,6.215743743561615e-05
1,0.003473899112943449,0.9798674356737502
0,1.0,0.0010046499145554327
0,0.8745505049495778,0.00011051034612334461
1,0.0015788830053065344,0.9991242159391132
0,0.8740013561302477,0.00024119604564650665
0,0.8745505049495778,7.949424895514751e-05
1,0.003473899112943449,0.9980255583709232
0,0.8745505049495778,0.00023713213932416693
0,0.9961613774964594,0.00330354178774811
1,0.21339408379010785,0.9768803000362057
0,0.9991417656357701,0.00039443699868635666
0,0.9459740930585543,8.238016997046398e-05
0,0.9760967026010258,3.1565067380052343e-05
0,0.9991417656357701,0.00020063357777439818
1,0.24585071538839035,0.9285009338905379
0,0.9459740930585543,6.123699578695407e-05
1,0.021374274625324218,0.9828193638752164
0,0.9961613774964594,0.003520530224154195
1,0.021374274625324218,0.9664609027891482
1,0.0015788830053065344,0.9982889085568999
0,0.9991417656357701,0.00010243621731561126
0,0.9991417656357701,0.0003175117358547993
1,0.21339408379010785,0.879280467452009
1,0.21339408379010785,0.9361620186398033
1,0.21339408379010785,0.9692285565175358
1,0.003473899112943449,0.9849092993569017
0,0.9459740930585543,9.615230755422003e-05
1,0.21339408379010785,0.9337679987003388
1,0.0015788830053065344,0.9985994204510806
0,0.9459740930585543,5.7620406185610456e-05
1,0.003473899112943449,0.9949261221437837
0,0.9967105263157895,0.002399270896300857
1,0.0015788830053065344,0.9965062529705973
1,0.007812533012190743,0.9974139857247893
1,0.003473899112943449,0.9872701684112086
0,0.8404433102808744,0.18498677335154043
0,0.9991417656357701,0.0009063709798728941
1,0.0015788830053065344,0.9962763591323199
1,0.009707549119827658,0.999182201003651
1,0.24585071538839035,0.9464538178826601
0,0.8497757301748029,0.00077799633679562
0,0.9459740930585543,0.00029051409485962424
0,0.9991417656357701,6.759063248450168e-05
1,0.21339408379010785,0.9996709086198282
0,0.8497757301748029,0.002489511584245207
1,0.21339408379010785,0.9725158775342403
1,0.284758109577726,0.8558685293034034
1,0.21339408379010785,0.9536006670968586
0,0.9991417656357701,0.00028159603013913674
1,0.0015788830053065344,0.9999979831297076
1,0.003473899112943449,0.9950048662838874
0,0.8745505049495778,0.00020554881712478746
0,0.9459740930585543,5.800632497030472e-05
0,0.9991417656357701,0.00029499755599072044
1,0.003473899112943449,0.9793394006414049
0,0.9991417656357701,0.0036692982915166295
0,0.9459740930585543,5.5578492845783175e-05
0,0.8745505049495778,0.00011488943607797308
1,0.0015788830053065344,0.9982927524913235
1,0.003473899112943449,0.9785073729497942
1,0.021374274625324218,0.9839266890821609
1,0.0015788830053065344,0.9950244180293651
1,0.060281668814659885,0.9649038017802603
0,0.9991417656357701,0.00017171233234998146
0,0.8745505049495778,0.00021640731573724077
0,0.8745505049495778,0.0002394513788769484
0,0.8745505049495778,0.00011685950652497477
0,0.9991417656357701,0.0002898994699793381
1,0.0015788830053065344,0.9980309629916775
1,0.24585071538839035,0.9999770369798888
1,0.24585071538839035,0.953993751162357
1,0.003473899112943449,0.9936529943395083
1,0.21339408379010785,0.9999903529821866
0,0.9991417656357701,0.00036947019269482385
0,0.8740013561302477,0.0004994539386591512
0,0.8745505049495778,4.8499483845419206e-05
0,0.9459740930585543,6.46817198064558e-05
0,0.9991417656357701,0.0004366531282343039
1,0.003473899112943449,0.982365118550738
0,0.9961613774964594,0.00360837383617539
0,0.8740013561302477,0.0002734382753526094
0,0.9961613774964594,0.004280943036776106
0,0.8404433102808744,0.24934300699845907
1,0.003473899112943449,0.9863630286099794
0,0.8745505049495778,0.0001045187224159836
1,0.003473899112943449,0.989606646349452
0,0.9671758702500827,0.003402500953323798
1,0.021374274625324218,0.9761801893551143
1,0.24585071538839035,0.9999848718145473
0,0.8740013561302477,0.0006232859548275658
1,0.003473899112943449,0.9912708475724047
1,0.24585071538839035,0.9997944297558073
1,0.24585071538839035,0.9361555423671684
0,0.9760967026010258,2.8913181851164087e-05
1,0.21339408379010785,0.9999944174345
1,0.2848176718990844,0.9977558136085315
1,0.019540771911287457,0.999993000858415
1,0.21339408379010785,0.9750539659648725
0,0.8745505049495778,5.7005792898400305e-05
1,0.0015788830053065344,0.996723656538549
0,0.9459740930585543,6.225823667033939e-05
1,0.21339408379010785,0.9657309955980526
1,0.003473899112943449,0.9938184575944589
1,0.0015788830053065344,0.9976582360863403
0,0.9760967026010258,2.8066401727143442e-05
1,0.003473899112943449,0.9899840401432131
1,0.0015788830053065344,0.9983488086766465
0,0.9760967026010258,4.0804092522976433e-05
0,0.9991417656357701,5.625742796189551e-05
0,0.9459740930585543,0.00010009196769297047
0,0.9991417656357701,4.7236616282345604e-05
0,0.9961613774964594,0.0020667778552808072
1,0.003473899112943449,0.9905468323092123
0,0.9760967026010258,2.959754062339544e-05
0,0.9760967026010258,2.7241958192773792e-05
1,0.0015788830053065344,0.9963362611941914
0,0.8467823773078859,0.29069382351158235
0,0.8745505049495778,0.0001934075189336105
1,0.24585071538839035,0.9793619184815526
0,0.9961613774964594,0.0034108908379758746
1,0.0015788830053065344,0.9975783756638057
0,0.9459740930585543,6.455042458473286e-05
1,0.21339408379010785,0.9670782925840331
1,0.009707549119827658,0.9854397624234373
0,0.9991417656357701,0.0002131490087783715
0,0.8745505049495778,0.0001817233231014876
1,0.24585071538839035,0.9396775857453241
0,0.8740013561302477,0.0005373269280843366
1,0.0015788830053065344,0.9992410232402368
0,0.9991417656357701,0.0003524118225219591
0,0.8740013561302477,0.00013299914396394547
1,0.21339408379010785,0.9999756670834616
0,0.9991417656357701,0.0005687016423954245
1,0.003473899112943449,0.9777271412102503
0,0.9991417656357701,6.902019063880787e-05
0,0.9961613774964594,0.0004284525556896045
1,0.21339408379010785,0.9701458912731109
0,0.9991417656357701,0.0007308598385450159
0,0.8745505049495778,8.747905891665062e-05
0,0.9991417656357701,0.0003940487698092949
1,0.003473899112943449,0.9770104834372382
0,0.9991417656357701,4.526905952633443e-05
0,0.9991417656357701,0.0004938187893901933
1,0.031207497416784014,0.9996461476631342
1,0.24585071538839035,0.8850710956017922
1,0.0015788830053065344,0.9999988081334149
0,0.9459740930585543,0.0002704414311127299
1,0.031207497416784014,0.9988004300859181
1,0.009707549119827658,0.9883009880586449
1,0.003473899112943449,0.9779831177778129
0,0.9760967026010258,2.7877927872005928e-05
1,0.0015788830053065344,0.997161594981343
0,0.9459740930585543,6.330784001860656e-05
1,0.0015788830053065344,0.9971379636914436
1,0.009707549119827658,0.9830007337713614
0,0.9961613774964594,0.0008258124357638588
0,0.8745505049495778,0.00022036089844366092
0,0.8740013561302477,0.00019046522356869997
1,0.0015788830053065344,0.9967100698891106
1,0.24585071538839035,0.9218940731068127
0,0.9961613774964594,0.0006160930317610895
0,0.8745505049495778,0.00020722107832688963
1,0.003473899112943449,0.9937146727821173
0,0.9991417656357701,0.0003949858764674853
1,0.003473899112943449,0.987385801155954
0,0.8745505049495778,0.00013492653569853604
1,0.21339408379010785,0.9772481272795409
0,0.8745505049495778,0.00011016043507406182
0,0.8745505049495778,7.732642257525419e-05
0,0.9991417656357701,6.352363293353191e-05
1,0.21339408379010785,0.9351376310207155
1,0.003473899112943449,0.9978501956906218
1,0.003473899112943449,0.9852925871051584
0,0.8745505049495778,0.0005405447609207612
1,0.21339408379010785,0.9539969186893695
0,1.0,0.00020608609166973514
1,0.009707549119827658,0.9855235883830524
1,0.21339408379010785,0.9368056531249973
0,0.8745505049495778,0.0002283068747034703
0,0.8740013561302477,0.0002803778189407235
0,1.0,0.0007745534014305867
0,0.9991417656357701,0.0005134580612128662
1,0.060281668814659885,0.9908706184167664
0,1.0,0.001581642155979534
0,0.8745505049495778,0.00010982702068978465
0,0.9961613774964594,0.0007095043113639553
0,0.8467823773078859,0.2814023690509378
0,0.9991417656357701,0.0004220707429712553
1,0.0015788830053065344,0.9973703926613173
0,1.0,0.0012280925923136778
1,0.2848176718990844,0.9987806761359768
1,0.009707549119827658,0.9894825081737016
0,0.9991417656357701,0.0001505582815099909
0,0.8745505049495778,0.00011978064821887783
1,0.003473899112943449,0.9851343388815555
1,0.21339408379010785,0.9784106152167461
1,0.284758109577726,0.8085421998264181
1,0.2848176718990844,0.9994715663910201
0,0.9459740930585543,0.00022721249929045457
1,0.0015788830053065344,0.9979743422930633
0,0.8740013561302477,0.0008138763253555572
0,0.9991417656357701,0.0005779136376873837
1,0.0015788830053065344,0.9934811137498022
0,0.9760967026010258,3.900006224826427e-05
0,0.8740013561302477,0.0005468643870543949
0,0.9991417656357701,5.576728936679636e-05
0,0.9991417656357701,0.0008707538645773791
0,0.8740013561302477,0.0013301582722271734
0,0.9459740930585543,9.887840718135699e-05
0,0.24585071538839035,0.9243788126302173
0,0.9459740930585543,5.880677452757673e-05
1,0.0015788830053065344,0.9982505888929745
0,0.8497757301748029,0.014798114020660764
0,0.9961613774964594,0.00037969397519149186
0,0.9459740930585543,4.843637804912664e-05
1,0.003473899112943449,0.984235223076392
1,0.0015788830053065344,0.9990762823303208
1,0.0015788830053065344,0.997049654330007
0,0.8745505049495778,0.00027168755471509434
1,0.003473899112943449,0.9955552466432593
1,0.009707549119827658,0.9952436798839762
1,0.003473899112943449,0.9994172413062872
0,0.9991417656357701,0.00048189181910070043
0,0.8745505049495778,0.0002263363179622846
1,0.21339408379010785,0.9674515513873483
1,0.21339408379010785,0.9681530294937002
1,0.031207497416784014,0.9989875069418879
1,0.009707549119827658,0.9992972487217443
0,0.9459740930585543,5.976090136157058e-05
0,0.9459740930585543,6.745209085398021e-05
1,0.0015788830053065344,0.9990403607974233
0,0.9459740930585543,8.62588071158492e-05
1,0.0015788830053065344,0.9989185005691139
0,0.9760967026010258,2.783191562292014e-05
0,0.9459740930585543,8.854268122146191e-05
1,0.21339408379010785,0.9999969179372362
0,0.8745505049495778,5.1647751315942506e-05
1,0.0015788830053065344,0.9974588741354464
0,1.0,0.0009883749507467031
1,0.21339408379010785,0.9246441176635777
1,0.2848176718990844,0.9949776531669141
1,0.003473899112943449,0.9918303045389205
0,0.8745505049495778,5.908249985885867e-05
1,0.21339408379010785,0.9770457085189721
1,0.0015788830053065344,0.9979125533582933
0,0.9991417656357701,0.00011045732081974337
0,0.9459740930585543,0.00022262965530624537
1,0.009707549119827658,0.9887767601191423
1,0.21339408379010785,0.9681973489182358
0,0.9991417656357701,0.00039874873925292275
1,0.0015788830053065344,0.9964220906464506
1,0.003473899112943449,0.9922773914744939
1,0.24585071538839035,0.9999748198893765
1,0.0015788830053065344,0.9967545100917735
1,0.24585071538839035,0.9326474637562868
0,1.0,0.0014699432666463901
1,0.21339408379010785,0.9999816272246014
1,0.0015788830053065344,0.9960087160900499
1,0.003473899112943449,0.9862981789826388
0,0.9459740930585543,8.228933235930684e-05
1,0.003473899112943449,0.9863587040880528
0,0.8745505049495778,0.0002235334516112752
1,0.0015788830053065344,0.9993256096831985
1,0.21339408379010785,0.9999969442079135
1,0.003473899112943449,0.9876748159625489
0,0.8745505049495778,7.631449636816462e-05
0,0.8745505049495778,6.55575460129571e-05
1,0.003473899112943449,0.9899343472033197
1,0.003473899112943449,0.981194284292849
0,0.9991417656357701,5.8533228291594305e-05
0,0.9961613774964594,0.0021357869966302334
1,0.2848176718990844,0.9997491924179794
1,0.21339408379010785,0.9999953392102845
1,0.021374274625324218,0.9851384326972917
1,0.003473899112943449,0.9771239225860678
1,0.21339408379010785,0.9306959127999312
1,0.0015788830053065344,0.9991188578664039
0,0.8745505049495778,0.0002208396095796956
0,0.9429502442946379,0.20390288028928788
0,0.8162176843254297,0.03547463032209652
0,0.9991417656357701,5.2640006750717394e-05
1,0.019540771911287457,0.9982747274914755
1,0.0015788830053065344,0.9972251943394537
0,0.9991417656357701,0.00028440799682528294
1,0.003473899112943449,0.9831385875172981
0,0.9459740930585543,4.853732057377463e-05
1,0.0015788830053065344,0.9952357470734486
1,0.3172743034973669,0.9899967379073666
0,0.9967105263157895,0.0010553086126444636
0,0.8745505049495778,0.00022083271758982514
1,0.24585071538839035,0.9472137266146081
0,0.9991417656357701,0.00027970225460097274
1,0.21339408379010785,0.9999364914831259
0,0.9459740930585543,7.58175571356998e-05
1,0.24585071538839035,0.9182830633172668
1,0.0015788830053065344,0.999303629533151
1,0.21339408379010785,0.9982994579303668
0,0.9459740930585543,0.00020137876593564235
0,0.9991417656357701,0.0004779297060720947
1,0.0015788830053065344,0.99656031868983
1,0.24585071538839035,0.9628113877015225
0,0.9991417656357701,6.509788669369346e-05
0,1.0,0.0010024731902448579
0,0.8740013561302477,0.000965903242007297
0,0.9991417656357701,0.00015764672029625718
0,0.9991417656357701,5.519340923863184e-05
1,0.0015788830053065344,0.9995398419582655
1,0.003473899112943449,0.9994804015433592
0,0.9961613774964594,0.0034298530806190723
0,1.0,0.0009673993318448271
1,0.07011489160611968,0.9050433862667949
1,0.021374274625324218,0.9990739338851009
1,0.0015788830053065344,0.9952811103247097
1,0.003473899112943449,0.9783188206972889
0,0.8740013561302477,0.001000069821403479
1,0.003473899112943449,0.997377496671871
1,0.21339408379010785,0.9757332792433338
1,0.0015788830053065344,0.9995234971613538
1,0.0015788830053065344,0.9962858642241473
1,0.24585071538839035,0.9590060998204727
1,0.0015788830053065344,0.9966074429488336
0,0.8740013561302477,0.0002517040292463065
1,0.0015788830053065344,0.9955712219857377
0,0.4093493702639184,0.8010001291708629
0,0.9459740930585543,6.024927072432497e-05
0,0.9991417656357701,0.00015980845191519377
1,0.21339408379010785,0.9999757980525926
0,0.8745505049495778,0.00020743917282311776
1,0.003473899112943449,0.9999957224949452
0,0.9991417656357701,0.0004212399864474924
0,0.8745505049495778,0.00021468871797567987
1,0.003473899112943449,0.9855651604513381
1,0.0015788830053065344,0.9977728329290498
0,0.8745505049495778,0.00010697720303143414
0,0.9991417656357701,3.9533706118139365e-05
0,0.9991417656357701,5.130299283210399e-05
1,0.009707549119827658,0.9964042147119357
1,0.019540771911287457,0.9995172568744837
0,0.8740013561302477,0.010702500989100968
0,0.9459740930585543,9.60172535138039e-05
0,0.8740013561302477,0.00025493735358162107
0,0.9459740930585543,0.0001965151319425656
1,0.009707549119827658,0.9999347093058478
1,0.003473899112943449,0.9898991691356576
0,0.9459740930585543,0.00030744652852520755
0,0.9967105263157895,0.0012363176299849386
0,0.8497757301748029,0.0008574359260649251
1,0.003473899112943449,0.958196623229876
1,0.01764575580365054,0.999999999999909
1,0.019540771911287457,0.9998902551633699
0,0.9991417656357701,0.000156210301703384
0,0.9961613774964594,0.0035945756943671424
0,0.9967105263157895,0.00026627122265183805
0,0.9991417656357701,6.950940574346533e-05
0,0.9459740930585543,0.0002512778588848933
0,0.8745505049495778,0.00010933041579098684
1,0.21339408379010785,0.9999979216550977
1,0.21339408379010785,0.9769492011854761
1,0.003473899112943449,0.9946000042243286
1,0.0015788830053065344,0.9988115368676248
0,0.9991417656357701,0.0010216748163280882
0,0.8740013561302477,0.0002681985496967182
0,0.9991417656357701,0.0002937290050738049
0,0.9459740930585543,0.0003052542251158607
1,0.021374274625324218,0.9963450462773986
0,0.9991417656357701,0.000280472370941744
1,0.021374274625324218,0.983867752150031
1,0.003473899112943449,0.979836012698723
0,0.8740013561302477,0.00018820570816131587
0,0.9991417656357701,4.9309415027334384e-05
0,0.9459740930585543,0.00028941844062308235
